天気の統計を書き込み
,阿蘇山,阿蘇山,阿蘇山,阿蘇山,阿蘇山,博多,博多,博多,博多,宇土,宇土,宇土,宇土,年月日,平均気温(℃),最低気温(℃),最高気温(℃),降水量の合計(mm),降水量の合計(mm),平均気温(℃),最低気温(℃),最高気温(℃),降水量の合計(mm),平均気温(℃),最低気温(℃),最高気温(℃),降水量の合計(mm),,,,,,,,,,,,,,,,,,,,現象なし情報,,,,,,,,,2026/5/6,,,,,,18.6,12.4,24.9,0.0,,,,0.0,2026/5/7,,,,,,20.1,14.2,25.6,0.0,,,,0.0,2026/5/8,,,,,,19.0,14.1,21.3,0.0,,,,0.0,2026/5/9,,,,,,17.0,11.4,22.5,0.0,,,,0.0,2026/5/10,,,,,,17.9,10.3,25.0,0.0,,,,0.0,2026/5/11,,,,,,19.7,13.6,25.5,0.0,,,,0.0,2026/5/12,,,,,,20.3,15.1,25.8,0.0,,,,2.5,2026/5/13,,,,,,20.1,15.6,24.1,0.0,,,,0.0,2026/5/14,,,,,,21.0,15.3,27.3,0.0,,,,3.5,2026/5/15,,,,,,22.3,15.5,30.0,0.0,,,,0.0,2026/5/16,,,,,,22.2,16.2,27.9,0.0,,,,0.0,2026/5/17,,,,,,22.4,16.0,29.8,0.0,,,,0.0,2026/5/18,,,,,,23.1,15.3,31.8,0.0,,,,0.0,2026/5/19,,,,,,23.7,17.1,28.9,0.0,,,,0.0,2026/5/20,,,,,,26.3,21.4,32.6,0.0,,,,0.0,2026/5/21,,,,,,22.8,19.0,27.5,7.5,,,,7.0,2026/5/22,,,,,,19.6,17.2,22.5,0.0,,,,0.5,2026/5/23,,,,,,21.8,17.4,28.3,0.0,,,,0.0,2026/5/24,,,,,,23.1,19.4,28.0,0.0,,,,0.0,2026/5/25,,,,,,26.4,21.4,33.3,0.0,,,,0.0,2026/5/26,,,,,,26.6,20.6,31.9,0.0,,,,0.0,2026/5/27,,,,,,24.0,21.6,26.7,24.0,,,,19.5,2026/5/28,,,,,,23.3,21.2,26.9,1.0,,,,0.0,2026/5/29,,,,,,22.7,18.6,26.5,0.0,,,,0.0,2026/5/30,,,,,,23.1,16.7,28.9,0.0,,,,0.0,2026/5/31,,,,,,25.2,19.3,30.6,0.0,,,,0.0,2026/6/1,,,,,,24.2,19.5,30.4,1.5,,,,2.5,2026/6/2,,,,,,22.5,21.5,25.3,6.5,,,,4.5,2026/6/3,,,,,,21.4,20.5,22.8,0.5,,,,0.0,2026/6/4,,,,,,21.3,19.9,22.8,21.5,,,,34.0,2026/6/5,,,,,,22.5,19.0,26.4,0.0,,,,1.5,2026/6/6,,,,,,24.4,17.3,30.1,0.0,,,,4.0,
